sign,shares,n_fills,t_start,t_end,mid_start,mid_end
-1.0,320,7,45117.196122499,45117.83574372,219.315,219.31
1.0,282,8,45119.741189371,45120.140725138,219.305,219.325
-1.0,118,2,45121.532352919,45121.532352919,219.335,219.325
1.0,110,5,45121.534056694,45121.75472455,219.315,219.315
-1.0,2,1,45123.019056338,45123.019056338,219.315,219.315
1.0,179,7,45123.094172027,45126.140071204,219.315,219.315
-1.0,523,9,45126.187475922,45126.518424442,219.315,219.295
1.0,44,2,45128.165308725,45128.165308725,219.285,219.285
-1.0,6,1,45128.723409537,45128.723409537,219.285,219.285
1.0,125,4,45129.776990982,45130.0988159,219.26,219.26
-1.0,100,3,45130.269246037,45130.269275254,219.26,219.26
1.0,333,5,45134.5981853,45134.598214182,219.29,219.295
-1.0,535,8,45137.288882588,45138.910079904,219.325,219.325
1.0,7,1,45139.484796483,45139.484796483,219.32,219.32
-1.0,2,1,45139.492863525,45139.492863525,219.325,219.325
1.0,603,8,45140.037987349,45140.995990406,219.335,219.35
-1.0,117,2,45141.754719598,45141.754719598,219.345,219.34
1.0,160,7,45141.754927821,45141.75509254,219.33,219.335
-1.0,175,4,45143.153178171,45143.22926822,219.335,219.33
1.0,4,1,45143.568713504,45143.568713504,219.33,219.33
-1.0,100,5,45145.587746198,45145.587934715,219.335,219.33
1.0,1051,8,45145.699363035,45145.792978301,219.33,219.345
-1.0,100,1,45146.387696318,45146.387696318,219.345,219.34
1.0,3835,39,45147.394153171,45151.194809133,219.325,219.38
-1.0,724,10,45152.142350488,45152.142733511,219.385,219.38
1.0,45,3,45153.016495808,45156.051984416,219.365,219.365
-1.0,45,4,45158.084207438,45158.084207438,219.36,219.35
1.0,110,6,45158.563992244,45159.195383119,219.335,219.345
-1.0,1147,18,45160.384870398,45165.885928794,219.355,219.285
1.0,34,2,45168.890047353,45168.890047353,219.28,219.285
-1.0,496,18,45170.04041389,45171.223153082,219.28,219.245
1.0,3,1,45171.267823062,45171.267823062,219.245,219.245
-1.0,540,13,45171.284910641,45172.880091206,219.245,219.225
1.0,1039,18,45176.646655174,45177.335996776,219.23,219.26
-1.0,403,7,45177.685670464,45177.687209709,219.26,219.26
1.0,141,1,45177.826885161,45177.826885161,219.255,219.255
-1.0,320,4,45181.45207979,45181.452448344,219.26,219.25
1.0,120,3,45181.452522537,45181.452530921,219.245,219.25
-1.0,403,7,45181.452617495,45182.693029559,219.255,219.23
1.0,100,1,45182.695839271,45182.695839271,219.22,219.22
-1.0,147,7,45183.375509137,45183.38909973,219.215,219.2
1.0,27,2,45183.854797634,45183.854797634,219.195,219.2
-1.0,154,3,45183.854928899,45183.854928899,219.2,219.2
1.0,742,12,45186.582388539,45191.85006585,219.195,219.25
-1.0,1258,22,45192.443635659,45196.29729308,219.255,219.21
1.0,156,5,45196.625949246,45197.055149071,219.22,219.225
-1.0,487,7,45197.750349725,45201.979498953,219.245,219.23
1.0,535,13,45202.746471543,45206.236592106,219.23,219.31
-1.0,302,5,45206.277743545,45206.280219614,219.31,219.305
1.0,948,11,45207.8199997,45208.809766458,219.31,219.35
