sec,signed_vol,mid
39221,-350.0,432.0
39222,0.0,432.005
39223,-26.0,432.0
39224,-2.0,432.02
39225,153.0,432.07
39226,0.0,432.07
39227,234.0,432.135
39228,0.0,432.15
39229,0.0,432.15
39230,0.0,432.15
39231,0.0,432.15
39232,682.0,432.175
39233,0.0,432.19
39234,305.0,432.265
39235,0.0,432.25
39236,0.0,432.25
39237,0.0,432.25
39238,193.0,432.25
39239,0.0,432.25
39240,0.0,432.25
39241,1003.0,432.285
39242,99.0,432.305
39243,-41.0,432.275
39244,-313.0,432.24
39245,0.0,432.255
39246,-10.0,432.235
39247,0.0,432.235
39248,-1.0,432.21
39249,0.0,432.215
39250,-11.0,432.195
39251,0.0,432.195
39252,-61.0,432.1
39253,-310.0,432.06
39254,-22.0,432.075
39255,9.0,432.07
39256,-19.0,432.06
39257,0.0,432.06
39258,-27.0,432.04
39259,33.0,432.065
39260,0.0,432.065
39261,5.0,432.1
39262,-10.0,432.105
39263,40.0,432.13
39264,-6.0,432.135
39265,-22.0,432.125
39266,-63.0,432.125
39267,0.0,432.125
39268,0.0,432.125
39269,0.0,432.125
39270,0.0,432.125
39271,6.0,432.125
39272,0.0,432.125
39273,0.0,432.125
39274,0.0,432.13
39275,0.0,432.13
39276,0.0,432.13
39277,0.0,432.135
39278,-12.0,432.13
39279,0.0,432.13
39280,0.0,432.13
39281,-43.0,432.11
39282,0.0,432.085
39283,-10.0,432.095
39284,6.0,432.125
39285,0.0,432.13
39286,0.0,432.135
39287,90.0,432.135
39288,104.0,432.15
39289,0.0,432.15
39290,0.0,432.15
39291,250.0,432.17
39292,-392.0,432.145
39293,0.0,432.145
39294,-1.0,432.13
39295,0.0,432.14
39296,4.0,432.17
39297,-3.0,432.15
39298,-555.0,432.125
39299,0.0,432.135
39300,-1.0,432.13
39301,0.0,432.135
39302,0.0,432.135
39303,0.0,432.12
39304,-690.0,432.105
39305,-12.0,432.09
39306,0.0,432.09
39307,-206.0,432.11
39308,0.0,432.11
39309,-569.0,432.09
39310,0.0,432.09
39311,-106.0,431.995
39312,-409.0,431.995
39313,0.0,431.995
39314,-19.0,431.935
39315,370.0,432.025
39316,0.0,432.025
39317,0.0,432.025
39318,0.0,432.025
39319,0.0,432.025
39320,0.0,432.025
39321,-5.0,432.005
39322,0.0,432.005
39323,-125.0,431.98
39324,0.0,431.98
39325,-179.0,431.835
39326,0.0,431.835
39327,-244.0,431.74
39328,-276.0,431.755
39329,0.0,431.755
39330,0.0,431.755
39331,0.0,431.755
39332,0.0,431.77
39333,102.0,431.795
39334,0.0,431.795
39335,0.0,431.795
39336,0.0,431.795
39337,0.0,431.81
39338,0.0,431.81
39339,-40.0,431.795
39340,0.0,431.795
39341,0.0,431.775
39342,0.0,431.775
39343,-24.0,431.755
39344,-20.0,431.76
39345,-83.0,431.75
39346,-100.0,431.695
39347,-1.0,431.695
39348,-28.0,431.695
39349,-34.0,431.675
39350,-10.0,431.665
39351,0.0,431.67
39352,0.0,431.67
39353,0.0,431.66
39354,-49.0,431.61
39355,-381.0,431.565
39356,0.0,431.545
39357,-30.0,431.52
39358,-350.0,431.49
39359,0.0,431.49
39360,-2.0,431.48
39361,229.0,431.5
39362,0.0,431.5
39363,-100.0,431.47
39364,-132.0,431.43
39365,0.0,431.44
39366,0.0,431.44
39367,0.0,431.455
39368,-276.0,431.385
39369,100.0,431.405
39370,0.0,431.38
39372,738.0,431.475
39373,0.0,431.48
39374,0.0,431.48
39375,0.0,431.47
39376,-32.0,431.45
39377,0.0,431.44
39378,-5.0,431.415
39379,0.0,431.415
39380,0.0,431.425
39381,126.0,431.455
39382,0.0,431.445
39383,-101.0,431.405
39384,0.0,431.405
39385,0.0,431.405
39386,0.0,431.395
39387,0.0,431.395
39388,0.0,431.395
39389,0.0,431.37
39390,1.0,431.37
39391,0.0,431.37
39392,0.0,431.37
39393,20.0,431.37
39394,0.0,431.37
39395,14.0,431.37
39396,0.0,431.37
39397,0.0,431.37
39398,0.0,431.37
39399,20.0,431.37
39400,20.0,431.37
39401,-185.0,431.365
39402,-1.0,431.365
39403,-32.0,431.345
39404,0.0,431.33
39405,-179.0,431.295
39406,-354.0,431.26
39407,-40.0,431.265
39408,-33.0,431.25
39409,0.0,431.255
39410,0.0,431.295
39411,-622.0,431.145
39412,0.0,431.135
39413,0.0,431.135
39414,0.0,431.125
39415,0.0,431.125
39416,0.0,431.125
39417,300.0,431.12
39418,-44.0,431.12
39419,-29.0,431.12
39420,0.0,431.12
39421,14.0,431.135
39422,-41.0,431.11
39423,-107.0,431.065
39424,-3764.0,430.93
39425,381.0,430.92
39426,0.0,430.92
39427,186.0,430.845
39428,10.0,430.875
39429,0.0,430.865
39430,48.0,430.87
39431,35.0,430.915
39432,0.0,430.915
39433,0.0,430.915
39434,0.0,430.91
39435,-36.0,430.855
39436,0.0,430.855
39437,120.0,430.905
39438,-1.0,430.905
39439,0.0,430.905
39440,-3.0,430.86
39441,0.0,430.86
39442,0.0,430.865
39443,0.0,430.875
39444,0.0,430.875
39445,-5.0,430.84
39446,250.0,430.87
39447,89.0,430.87
39448,-91.0,430.865
39449,0.0,430.865
39450,-66.0,430.845
39451,-205.0,430.83
39452,0.0,430.83
39453,-1522.0,430.71
39454,-114.0,430.67
39455,-22.0,430.67
39456,0.0,430.67
39457,-35.0,430.67
39458,-6.0,430.66
39459,320.0,430.675
39460,0.0,430.68
39461,-57.0,430.685
39462,203.0,430.71
39463,-2.0,430.68
39464,0.0,430.68
39465,57.0,430.715
39466,31.0,430.74
39467,-501.0,430.655
39468,0.0,430.66
39469,30.0,430.685
39470,0.0,430.68
39471,0.0,430.68
39472,0.0,430.675
39473,0.0,430.665
39474,305.0,430.695
39475,12.0,430.7
39476,0.0,430.715
39477,-2.0,430.715
39478,370.0,430.785
39479,0.0,430.785
39480,0.0,430.795
39481,0.0,430.785
39482,94.0,430.82
39483,0.0,430.815
39484,29.0,430.845
39485,2.0,430.83
39486,0.0,430.83
39487,0.0,430.83
39488,-735.0,430.735
39489,-6.0,430.74
39490,-12.0,430.715
39491,0.0,430.73
39492,0.0,430.73
39493,0.0,430.73
39494,10.0,430.69
39495,0.0,430.69
39496,0.0,430.695
39497,15.0,430.73
39498,0.0,430.73
39499,0.0,430.73
39500,-23.0,430.715
39501,-205.0,430.665
39502,0.0,430.68
39503,0.0,430.69
39504,105.0,430.73
39505,36.0,430.805
39506,0.0,430.815
39507,0.0,430.815
39508,0.0,430.815
39509,-2.0,430.815
39510,0.0,430.815
39511,-7.0,430.785
39512,0.0,430.785
39513,0.0,430.785
39514,138.0,430.825
39515,-117.0,430.81
39516,-1.0,430.825
39517,-2.0,430.825
39518,0.0,430.825
39519,-10.0,430.825
39520,0.0,430.825
39521,-140.0,430.785
39522,0.0,430.805
39523,0.0,430.81
39524,-22.0,430.775
39525,-16.0,430.735
39526,0.0,430.74
39527,-4.0,430.765
39528,47.0,430.745
39529,0.0,430.73
39530,-226.0,430.71
39531,135.0,430.705
39532,201.0,430.735
39533,0.0,430.74
39534,0.0,430.745
39535,-31.0,430.735
39536,0.0,430.73
39537,5.0,430.71
39538,-407.0,430.635
39539,40.0,430.65
39540,22.0,430.66
39541,0.0,430.66
39542,0.0,430.675
39543,23.0,430.69
39544,0.0,430.69
39545,0.0,430.69
39546,74.0,430.695
39547,0.0,430.695
39548,0.0,430.695
39549,-444.0,430.66
39550,124.0,430.685
39551,0.0,430.68
39552,0.0,430.675
39553,0.0,430.695
39554,-4.0,430.685
39555,-34.0,430.655
39556,0.0,430.655
39557,0.0,430.66
39558,2.0,430.64
39559,0.0,430.64
39560,0.0,430.645
39561,0.0,430.645
39562,0.0,430.645
39563,0.0,430.645
39564,0.0,430.645
39565,0.0,430.64
39566,0.0,430.64
39567,0.0,430.635
39568,111.0,430.65
39569,457.0,430.66
39570,0.0,430.66
39571,0.0,430.655
39572,376.0,430.73
39573,151.0,430.76
39574,1.0,430.805
39575,0.0,430.82
39576,-4.0,430.815
39577,-18.0,430.815
39578,-5.0,430.8
39579,0.0,430.8
39580,0.0,430.78
39581,-150.0,430.765
39582,158.0,430.86
39583,-310.0,430.845
39584,0.0,430.845
39585,0.0,430.845
39586,0.0,430.845
39587,115.0,430.91
39588,300.0,430.925
39589,0.0,430.925
39590,1087.0,430.995
39591,430.0,431.09
39592,0.0,431.11
39593,0.0,431.11
39594,0.0,431.11
39595,0.0,431.115
39596,20.0,431.16
39597,0.0,431.16
39598,0.0,431.16
39599,2.0,431.175
39600,-84.0,431.125
39601,188.0,431.21
39602,428.0,431.235
39603,20.0,431.215
39604,0.0,431.205
39605,0.0,431.205
39606,-26.0,431.195
39607,-78.0,431.12
39608,0.0,431.12
39609,0.0,431.12
39610,0.0,431.12
39611,0.0,431.12
39612,0.0,431.12
39613,0.0,431.12
39614,68.0,431.185
39615,0.0,431.185
39616,-2.0,431.17
39617,5.0,431.145
39618,0.0,431.145
