session,model,decile,predicted,realised,realised_se,n,ratio
AAPL_2024-10-01,propagator,1,3.986529344889113e-05,1.877620485977892e-05,7.223908187433157e-07,592,0.47099126170614425
AAPL_2024-10-01,propagator,2,4.765727879795834e-05,2.1351911895806603e-05,8.25609541199424e-07,704,0.4480304464366801
AAPL_2024-10-01,propagator,3,5.449039996220511e-05,1.687700621387475e-05,6.557337498804435e-07,686,0.309724395959302
AAPL_2024-10-01,propagator,4,5.883821986726367e-05,3.1691700052393196e-05,1.1233506810589379e-06,693,0.5386243860519271
AAPL_2024-10-01,propagator,5,6.684913533620022e-05,4.007654532302838e-05,1.367510210940169e-06,675,0.5995073103260631
AAPL_2024-10-01,propagator,6,7.77618324651104e-05,5.3545839925465737e-05,1.5716967212510267e-06,694,0.6885876814887341
AAPL_2024-10-01,propagator,7,9.724631637845025e-05,6.7659209071923e-05,2.0574211360417096e-06,687,0.6957508684299765
AAPL_2024-10-01,propagator,8,0.00013381363519538716,8.291905741011203e-05,2.434263329481193e-06,686,0.6196607489889822
AAPL_2024-10-01,propagator,9,0.0002550550334766127,0.0001401193730071601,3.6808315591019063e-06,687,0.5493691737709161
MSFT_2024-06-03,propagator_scaled,0,1.7635933917221616e-05,1.0903842436416362e-05,8.957039855175903e-07,263,0.61827417179017
MSFT_2024-06-03,propagator_scaled,1,2.6250103072130232e-05,1.8627628328061225e-05,1.145668501262095e-06,285,0.7096211499389579
MSFT_2024-06-03,propagator_scaled,2,3.406718636165877e-05,1.9693442103602458e-05,1.2469869102867099e-06,272,0.5780765659522333
MSFT_2024-06-03,propagator_scaled,3,4.239182870599486e-05,1.898435478177938e-05,1.5147420547100014e-06,275,0.4478305220905627
MSFT_2024-06-03,propagator_scaled,4,4.847272219308788e-05,3.945447290635939e-05,2.2126297929122366e-06,273,0.8139520769886847
MSFT_2024-06-03,propagator_scaled,5,5.7447714654145365e-05,5.0240482187461346e-05,2.7771166990015803e-06,274,0.8745427470862158
MSFT_2024-06-03,propagator_scaled,6,7.266176527803894e-05,6.15691911632707e-05,3.189527291477257e-06,274,0.8473396005131075
MSFT_2024-06-03,propagator_scaled,7,0.00010387170788809245,8.676861067695832e-05,4.3775864210133365e-06,273,0.8353440262139488
MSFT_2024-06-03,propagator_scaled,8,0.00015755557450993982,0.00012473696992528364,5.773033910694442e-06,274,0.7917014063974884
MSFT_2024-06-03,propagator_scaled,9,0.00032064270084263615,0.0002018334468485298,8.01659537390832e-06,274,0.6294652780746907
MSFT_2024-02-01,propagator_scaled,0,1.6806661813899894e-05,1.3653684667388803e-05,7.144424474097046e-07,377,0.8123971802714902
MSFT_2024-02-01,propagator_scaled,1,2.685699249277076e-05,1.5989783165146546e-05,1.0547545126352629e-06,346,0.5953676000561344
MSFT_2024-02-01,propagator_scaled,2,3.470115224926442e-05,1.789412904309324e-05,1.145467042379331e-06,350,0.5156638291015985
MSFT_2024-02-01,propagator_scaled,3,3.904838257142785e-05,1.8500364646215603e-05,8.465859399697799e-07,376,0.4737805621621965
MSFT_2024-02-01,propagator_scaled,4,4.350133944385039e-05,2.8821598533404517e-05,1.349076214428526e-06,396,0.6625450825624845
MSFT_2024-02-01,propagator_scaled,5,4.9699451965578644e-05,4.1693050192332416e-05,1.8017224664690966e-06,329,0.8389036205310396
MSFT_2024-02-01,propagator_scaled,6,6.0608907187263603e-05,5.423343714094369e-05,2.219145739976109e-06,363,0.8948096848764886
MSFT_2024-02-01,propagator_scaled,7,8.393300411144627e-05,6.595106382238582e-05,2.8398255162711676e-06,363,0.7857584095860071
MSFT_2024-02-01,propagator_scaled,8,0.00012585249953545852,9.897805046183762e-05,4.119587813565355e-06,362,0.7864607443410442
MSFT_2024-02-01,propagator_scaled,9,0.0002726323602925462,0.0001506162769610713,5.8088825109602845e-06,362,0.5524519422399219
MSFT_2024-04-01,propagator_scaled,0,3.368302873683958e-06,1.0241454182973492e-05,7.834705998956262e-07,280,3.040538385959418
MSFT_2024-04-01,propagator_scaled,1,1.3651507242321751e-05,1.5581300685298846e-05,1.0576212848121362e-06,262,1.141361199809091
MSFT_2024-04-01,propagator_scaled,2,2.252893432014673e-05,1.7637643021303546e-05,9.833736554259646e-07,307,0.782888474468626
