session,start_second,order_fraction,TWAP_total,TWAP_drift,TWAP_impact,propagator_optimal_total,propagator_optimal_drift,propagator_optimal_impact,almgren_chriss_total,almgren_chriss_drift,almgren_chriss_impact,TWAP_inventory_var,propagator_optimal_inventory_var,almgren_chriss_inventory_var
MSFT_2024-06-03,55253,0.005,0.25890941945498386,0.2571833333333302,0.0017260861216536333,0.2589263436875579,0.25720025742305097,0.0017260862645069055,0.1688674632193074,0.16618881105711125,0.00267865216219614,155080905578.74963,155086256720.44418,75409261025.10886
MSFT_2024-06-03,55253,0.01,0.2606355128104632,0.2571833333333302,0.0034521794771330064,0.2606524371858913,0.25720025742305097,0.0034521797628403483,0.17154613773088356,0.16618881105711125,0.0053573266737723035,620323622314.9985,620345026881.7767,301637044100.4354
MSFT_2024-06-03,55253,0.02,0.26408772122302043,0.2571833333333302,0.006904387889690235,0.2641046458841591,0.25720025742305097,0.006904388461108112,0.1769035538030198,0.16618881105711125,0.010714742745908544,2481294489259.994,2481380107527.107,1206548176401.7417
MSFT_2024-06-03,55478,0.005,0.062092787112201384,0.06036666666665269,0.0017261204455486906,0.06209418579464791,0.06036806533637673,0.0017261204582711825,0.12391230263830054,0.12123224634143526,0.0026800562968652825,155080905578.74963,155086256720.44418,75409261025.10886
MSFT_2024-06-03,55478,0.01,0.06381891479171978,0.06036666666665269,0.00345224812506709,0.06382031348688878,0.06036806533637673,0.0034522481505120544,0.12659238129592937,0.12123224634143526,0.005360134954494124,620323622314.9985,620345026881.7767,301637044100.4354
MSFT_2024-06-03,55478,0.02,0.06727119185278697,0.06036666666665269,0.006904525186134284,0.06727259057340086,0.06036806533637673,0.006904525237024135,0.131952605694322,0.12123224634143526,0.010720359352886719,2481294489259.994,2481380107527.107,1206548176401.7417
MSFT_2024-06-03,55774,0.005,-0.2177741723166713,-0.21949999999992542,0.001725827683254137,-0.21777100627895338,-0.2194968339897514,0.0017258277107980032,-0.2408914373347546,-0.24357048333547482,0.0026790460007202073,155080905578.74963,155086256720.44418,75409261025.10886
MSFT_2024-06-03,55774,0.01,-0.2160483374006742,-0.21949999999992542,0.003451662599251224,-0.21604517133541237,-0.2194968339897514,0.0034516626543390225,-0.23821236897941264,-0.24357048333547482,0.005358114356062166,620323622314.9985,620345026881.7767,301637044100.4354
MSFT_2024-06-03,55774,0.02,-0.21259664587032992,-0.21949999999992542,0.0069033541295954945,-0.21259347974998005,-0.2194968339897514,0.006903354239771356,-0.2328541652040194,-0.24357048333547482,0.01071631813145543,2481294489259.994,2481380107527.107,1206548176401.7417
MSFT_2024-06-03,55800,0.005,-0.07570758082710917,-0.07743333333331748,0.001725752506208315,-0.07570190238756942,-0.07742765494253945,0.0017257525549700297,-0.10215186289120579,-0.10483067706354632,0.0026788141723405362,155080905578.74963,155086256720.44418,75409261025.10886
MSFT_2024-06-03,55800,0.01,-0.07398182108847304,-0.07743333333331748,0.0034515122448444333,-0.07397614260017138,-0.07742765494253945,0.0034515123423680657,-0.09947302636680619,-0.10483067706354632,0.005357650696740127,620323622314.9985,620345026881.7767,301637044100.4354
MSFT_2024-06-03,55800,0.02,-0.07053027991379615,-0.07743333333331748,0.006903053419521323,-0.07052460132797005,-0.07742765494253945,0.006903053614569396,-0.09411528626098586,-0.10483067706354632,0.010715390802560452,2481294489259.994,2481380107527.107,1206548176401.7417
