symbol,n_metaorders,n_sessions,delta,delta_lo,delta_hi,c_free,c_half,c_lo,c_hi,delta_tod,delta_tod_lo,delta_tod_hi,c_half_tod,brackets_half,brackets_half_tod,q_star,q_star_interior,impact_at_crossover_ticks,median_participation,mean_sigma,median_close,mean_volume,unsided_share,role,relative_tick,dollar_volume,mean_high_low_bp,daily_range_ticks
AVB,6532,127,0.23540602671512179,0.20402410450864225,0.277443260963141,0.1964140583822765,0.7574805898211845,0.7239378068823061,0.7930040260987806,0.234410668431286,0.2075304296507402,0.26602732924396266,0.8585450843896689,False,False,0.00027959196081957146,False,2.6481448502230003,0.0028323750298755,0.010640031367133498,203.2,82017.4251968504,0.3761321295323634,stratified,4.972007597227608e-05,15140554.0977,156.73006648066112,318.4754950887033
AVY,5169,127,0.3110276867304132,0.27710605584649806,0.346742175781116,0.2830062646862186,0.7177589801730262,0.6783434483319234,0.753944148469844,0.29617620692220087,0.26519959874398374,0.32995988835974827,0.8503037134102391,False,False,0.00024358291236450366,False,2.6426835205563712,0.0030606590971055,0.011457459892603654,218.88,59645.16535433071,0.38721292408461055,stratified,4.431612464353218e-05,11259073.396275,159.88492549108588,349.95612491488873
BALL,10652,127,0.3418415892508901,0.31025667746465,0.3735768185671828,0.4018277821363466,0.9675944544445682,0.9390928922020513,1.0035605113421784,0.3209969374918916,0.29355431140237037,0.34785637658688173,1.1628899969647903,False,False,0.0003173432160150574,False,1.1719881578093703,0.0021082355317482,0.011390398508067853,65.13000000000001,185765.30708661416,0.24813860075948932,stratified,0.0001542376802652,15480639.983,247.13699160301888,160.9603226310462
BDX,7213,127,0.2694020013172611,0.23305494746519578,0.3043556634546466,0.25535503463956405,0.8847788796658576,0.8577839413365068,0.9138686676991642,0.25232035425397986,0.22144472830743037,0.2827038511170146,1.0618110311486242,False,False,0.0002557233022854844,False,3.4893134120156906,0.0022899608978374,0.011072808484791715,234.7,141157.8503937008,0.4050641646595376,stratified,4.251913095148248e-05,32356388.0355375,174.82448091961356,410.313056718333
BIO,3621,127,0.3038536832300978,0.257007638375396,0.35779302900879834,0.24066919187697589,0.6148646623031162,0.5778769934254037,0.654647369724056,0.3091993669145843,0.2683231113868045,0.35802947614143216,0.8065836575289406,False,False,0.00025675314926211214,False,5.0119262725608635,0.0035571750824223,0.018230667788028038,300.91,34715.44094488189,0.4516964287760552,stratified,3.531407009666344e-05,10955024.4121125,243.14230919390047,731.6395225953659
BKNG,5220,127,0.3542557135291019,0.3257872279565004,0.3882467485473196,0.40681780798049816,0.873513240552699,0.8289748445521777,0.9217538295384137,0.33337180838983194,0.30674601781832334,0.3680112651326146,1.0099827886173112,False,False,0.00014962028401658038,False,46.84052802458633,0.0014886493274225499,0.012356155018425638,3790.13,53678.015748031496,0.5396358059592864,stratified,2.566060336546511e-06,303329578.3869,177.85748229083092,6741.029793549471
BKR,12371,127,0.33607099236877325,0.31716479809815085,0.35674422680404017,0.5236847330178929,1.3749686041184537,1.3383203144704687,1.4126043297277138,0.3264687969134389,0.3068343173991244,0.34818757105692955,1.620945281404105,False,False,0.00026846374086351743,False,0.9704729040319049,0.0011683805644806,0.013220198987395971,33.980000000000004,1261954.9291338583,0.28393573299247216,stratified,0.0003044603440401,89650954.66225,247.32586100661675,84.04132757004837
BLK,6300,127,0.3019772428641022,0.2601332840074142,0.34552493572621995,0.3195263212997545,0.9000874706604156,0.8566639596122284,0.934307777729638,0.27347876084413614,0.2361573930459217,0.3090343249095351,0.996616430919112,False,False,0.00021608747615420838,False,9.896135045438639,0.00235427492799245,0.01014913602697151,807.72,65841.69291338582,0.4447169493834808,stratified,1.2823274756614244e-05,45613387.4616,164.74896259075848,1330.7103206380743
BSX,13103,127,0.41887231490452825,0.37230254929669987,0.4616605489771375,0.7418168310538226,1.2036232470337784,1.1669202607577065,1.241214874744645,0.3419560199302069,0.313261883189653,0.3680194566980814,1.3757299724567416,False,False,0.000296937100386595,False,1.3507754351999794,0.0012966859785827,0.00933731531683484,76.15,611863.2440944882,0.22912404296432076,stratified,0.0001302609126079,37466001.13795,152.9698631058276,116.48655075508773
C,10647,127,0.45316368726966655,0.40615344306183493,0.5095260084261044,1.0122857353626054,1.3485682645364776,1.2994108094471368,1.3994530169744677,0.37777162015877264,0.34523549534445624,0.41411092262368987,1.5561003293788265,True,False,0.0003261314320418816,True,1.7312986119801699,0.0010527437291987,0.012641403671169782,61.77,1449428.346456693,0.21323604742849508,stratified,0.0001634080380413,85820157.123775,228.02973374918997,140.85396653687465
CBRE,9650,127,0.3168266639576754,0.2874999526005827,0.35155913903741104,0.3441719247231283,0.9378921329896909,0.9024396067873155,0.9721344030085425,0.2842284709144369,0.2598740463434751,0.31617290041234103,1.109045792239423,False,False,0.00031736990565250337,False,1.7999634670923315,0.0021054922659711,0.012338678831090119,93.17,186558.75590551182,0.3066374042874639,stratified,0.0001139370668611,14719656.615737502,233.9742743989328,217.99383145748567
CFG,12284,127,0.41728774581591804,0.38136064497059236,0.4564083156757191,0.6739821857264915,1.0974235242021442,1.0591470526196358,1.1385505391241555,0.36490214059591614,0.3377420725783039,0.39672404931005206,1.2918015765258795,False,False,0.00031522339870006564,False,0.9113366133556011,0.0013598593351518001,0.01386561583853327,36.43,545495.2913385826,0.23526055182357225,stratified,0.0002884275650223,19512002.951462496,232.83623797121743,84.8222414929145
CI,6759,127,0.27631415559683165,0.2438583996754342,0.3113972891020542,0.28114435760324186,0.938294896822332,0.8993956334237744,0.9754490057128518,0.2893654719155324,0.25756349001002704,0.3231295964850749,1.1431709722443668,False,False,0.00026814345607656327,False,5.673428137094045,0.0022339344749973,0.011405518543968346,343.32,165786.031496063,0.42658653684354136,stratified,2.9737698629240783e-05,50031326.181275,194.261289487234,666.9378590675717
CINF,7863,127,0.2961106370434997,0.26683571763109365,0.32537241158735786,0.3132656038979011,0.9139417321380454,0.8807529570438398,0.9526774501126668,0.2869306287826456,0.262562384494344,0.3140185184060235,1.1330893092256753,False,False,0.00024543534418655134,False,1.7477120377294284,0.0021544826509503,0.01077538721425138,120.32,135399.44094488188,0.3091693169946828,stratified,8.666337345847524e-05,33896724.565050006,172.92634745695358,208.06498126020654
CMCSA,11733,127,0.40515907829608,0.3660309172446556,0.4504737835279016,0.8867193777973115,1.597747743634474,1.5405417836304744,1.6580320339180468,0.37130256042214443,0.3348206453375448,0.4210009500509577,1.9565601145017077,False,False,0.0003638927888152159,True,1.273306663125269,0.0010677187622661,0.011413093064111013,39.29,3622822.2913385825,0.2974606996209519,stratified,0.0002606202762574,307538189.85599995,210.78877636528188,82.81891023391924
CMS,13702,127,0.3397568497862797,0.3094712449673962,0.37336635864958745,0.4179038884498824,1.0453542855046494,1.0080955206781477,1.0773044727476542,0.3204146233927277,0.2951245879686863,0.3449744485729003,1.2096751603371876,False,False,0.0002974438253233066,False,0.9872736152811806,0.00167759688342025,0.009115544446933216,61.98,263853.59842519683,0.20298277624058964,stratified,0.0001660129905165,16779747.123,160.65331279378103,99.57292326958547
COR,8573,127,0.30823042783740706,0.27697279091482935,0.3430519534917503,0.3260764663291125,0.9237285304847288,0.883693517696602,0.9619161727233088,0.291881811669762,0.26329937758577815,0.32482290205120945,1.095824038057197,False,False,0.0002741724422629982,False,3.2671772836308866,0.0021945021945021,0.00966655736076276,234.28,153542.97637795276,0.3580649758557369,stratified,4.287539552552372e-05,35226672.1155,179.60852883838325,420.7868613625643
CSX,10510,127,0.34341176168811066,0.3237817420602656,0.3645800912235387,0.5802227420734258,1.43107989774404,1.394152088519878,1.4685191799765294,0.31533279093813027,0.2977026831188794,0.3322417113765049,1.6338427518929255,False,False,0.0002868853940674052,False,0.7820874656993749,0.0013791772106658,0.010201061041440708,33.760000000000005,2464112.527559055,0.2597748205982378,stratified,0.0003033520400424,144828763.94649997,187.61325420612843,63.33823461998897
DHI,10716,127,0.32147626205474084,0.29089795237721644,0.3478805156529499,0.39365195531062347,1.101089859517789,1.0643076751306544,1.1395076227755496,0.26869867255015256,0.24686377702842444,0.2950066829475875,1.2926226881304377,False,False,0.00030831430731805286,False,4.215039954674241,0.0016768904990504,0.015602976418557575,152.17000000000002,298496.937007874,0.3352977734272458,stratified,7.040691677550403e-05,37719887.78415,248.50366166297152,378.1480219525438
DLR,8739,127,0.3095600428496488,0.2817618801977838,0.3401474208400716,0.34629831737655586,0.9889020873613803,0.9574591044367946,1.0240036152288092,0.3001211850782403,0.27272158514748235,0.3308785336660698,1.1452104836149684,False,False,0.0003055845496634642,False,3.072938763899043,0.0020834354625226,0.012463344533003672,148.75,190500.00787401575,0.3671262845609476,stratified,6.737398117907835e-05,22135177.020875,199.55085031008304,296.83188983624854
DOC,7119,127,0.3143263344597649,0.28162777288915775,0.3474404463653106,0.4012666387071371,1.096586500606641,1.0479598256594231,1.145533148280643,0.3270677332938032,0.3035806816632078,0.3503429356993526,1.207811701980262,False,False,0.0003425330035237449,False,0.4438137821531469,0.0019745506151091,0.011857106148727677,19.8,481904.2283464567,0.30721579613412986,stratified,0.0005141586436494,8844958.7616,207.2182935444233,41.02922212179582
DVA,5260,127,0.2683604834949387,0.22591344096785135,0.3178026575190973,0.24572697429166898,0.8303352521828062,0.7978751140529947,0.8656916313374109,0.28032473341013064,0.2386344169728542,0.32663319735113555,1.016013278476573,False,False,0.0002697632052726556,False,2.8907490146922514,0.00268336074144195,0.01585168600688548,140.21,102746.88976377953,0.35680714977681394,stratified,7.027727900431152e-05,15588302.727725,262.42855954838495,367.9510833427906
DVN,11808,127,0.49624712202610893,0.46077387068469644,0.5272570755664401,1.2314505489283443,1.2599331036334855,1.2143170286797889,1.3063827614454013,0.4093422649793387,0.38074068095118996,0.4376538207855227,1.4967542946837684,True,False,0.0003745004255004617,True,1.3402033098312063,0.0012549655688721502,0.012343202703324445,46.795,880399.3700787402,0.23995619717333083,stratified,0.0002141465190483,37473235.7811,207.48659195649248,97.09335070604065
EA,12837,127,0.4374680585797546,0.40808635767455537,0.470743825200141,0.9715772191391163,1.4056123796683861,1.3655942386283695,1.4453974853868057,0.3850909994445197,0.3634877738608627,0.40740775213909647,1.5786144300678073,False,False,0.00030908458069163356,True,3.1585230442418477,0.0014194744001734,0.010157733995667202,139.53,563925.9291338583,0.29042519709763587,stratified,7.272198385571959e-05,134900300.8425,165.0031244728967,230.22885957703275
EBAY,12641,127,0.4416363878312162,0.41310372350380525,0.4744822680844792,1.0005085228646027,1.4272051370805143,1.3832645542654916,1.47842543230014,0.36997739108322597,0.34734102612235906,0.39260174254168295,1.6237523953112676,False,False,0.0008060689845777971,True,2.5878223826815017,0.0011274486306841,0.012289531498921853,53.675,1147102.0236220472,0.2528485558884351,stratified,0.0001870679898609,111295695.3003,235.10243825413377,126.19123373290628
EFX,6728,127,0.25226271411889617,0.21405325859315072,0.28604897278806796,0.2221510948587252,0.8075114633256265,0.7685938808271839,0.841944428840282,0.24683176613402627,0.21289240180335584,0.2814527465922878,0.9567311393332811,False,False,0.00027095580752361213,False,4.798715536775853,0.0025472085394855,0.015129012919650077,251.99,117968.25196850394,0.40303199556996355,stratified,4.194921208892394e-05,24193696.364274997,233.29250423139692,587.8737814126971
EL,11854,127,0.3575755502658188,0.3253618143348666,0.39589857302249143,0.5090819179249235,1.16063818526587,1.1262458992454822,1.1961447636307376,0.310002749801741,0.2836295361355402,0.33789180778588906,1.3587959057243182,False,False,0.00030612052460206893,False,3.3681445991608334,0.0015888928548916,0.016775270291439503,106.5,399061.2755905512,0.3293744500548571,stratified,8.65474907718738e-05,34682640.400424995,274.17459675671455,291.995945545901
ENPH,11443,127,0.4347074394337003,0.4026787038649971,0.4711153208975551,0.9906637931689731,1.455024257978438,1.410749292223571,1.5156312633542983,0.33932836049479104,0.31425431850722985,0.3703725895108862,1.6280946163488137,False,False,0.0002889615720891655,True,7.668967972690104,0.0012238454866396,0.029205095226391507,113.51,812082.6614173228,0.3648643309382726,stratified,8.45408585969599e-05,140875798.96460003,542.2187958323653,615.4725551493179
EPAM,5211,127,0.29989962159576816,0.26124570499243527,0.34614011617099927,0.27241836275130166,0.7444844298665124,0.7069523552978503,0.7847876901779972,0.29642591986104133,0.25883208735157504,0.34268694652609527,0.9040632312749008,False,False,0.0002533069158461159,False,3.7768530235439557,0.0028426938057544,0.017069021013180655,200.0,92566.38582677166,0.4232379939192865,stratified,5.5772603939219016e-05,15680099.874,245.04658467357012,490.0931693471403
EQT,11413,127,0.4295125121489023,0.39384628205161376,0.46496302041750665,0.8747288555916046,1.3424855588557587,1.2945144628644012,1.3906059637353934,0.41613939291421786,0.38297199398075177,0.45372455604199813,1.5435113950446255,False,False,0.0003083327272462581,False,1.3164931265783955,0.0012098219833367,0.0160996427880645,36.650000000000006,1030830.4488188976,0.2423672286687597,stratified,0.0002547997910641,40176538.046775,282.16330241467995,103.41285033498022
ETSY,12980,127,0.4197542388975833,0.3923536184880895,0.4534219475651618,0.8496686760156559,1.368837592059363,1.3299686890587121,1.4113236406570988,0.3756895193504912,0.3487231406831347,0.4061155779164957,1.5857342281225144,False,False,0.0003615073692563234,True,3.035092466713287,0.00125064587169425,0.02034500412669409,60.27,820790.874015748,0.2763954748391781,stratified,0.0001626743665866,82453177.97412501,334.62745798271266,201.67996892618092
EXR,6725,127,0.24842062057148684,0.2182141509209491,0.28099533515616787,0.22588060102975552,0.8323363296621316,0.7984500393067608,0.8648079652528032,0.24906039450216785,0.22118688634917788,0.281255666734761,0.9642350547257914,False,False,0.0002836804175812849,False,2.93725917584484,0.0027469894911681,0.013950180274479253,157.01000000000002,133802.8346456693,0.37462998573328,stratified,6.498992656138298e-05,22281537.7185,238.10607184135688,373.85034339811443
FCX,11165,127,0.5293286532291853,0.4637989508027675,0.599519208739354,1.6507300400475513,1.3773486867970137,1.3301597209530214,1.4258477629861916,0.3574540179874217,0.32347143363220454,0.3940742290573659,1.6098787358399358,True,False,0.00030917996038049147,True,1.8163833185758755,0.0010793031147211,0.016306064260535793,48.98,1640162.937007874,0.23280920648565623,stratified,0.0002027307836558,70616803.92999999,315.96404008809975,154.75918683515124
FDX,8779,127,0.2990047981677791,0.26892409855920685,0.33080413757440097,0.3259621384817534,0.9927940690786053,0.9487698920939297,1.039994328270284,0.26261997611572563,0.23885608239948863,0.2900499568670748,1.1349841134740652,False,False,0.00026578405078139317,False,4.829867179172112,0.0019274026572219,0.011217837978310476,275.5,190583.11811023622,0.39100851393545893,stratified,3.822250082178377e-05,85701993.05570002,294.09424180267445,810.2296361663681
FE,11216,127,0.4406978863373181,0.4094543932086353,0.4728979149905701,0.843806471751386,1.1886472423209706,1.1544797990803322,1.2203120562851553,0.40641166463782225,0.38211794883141575,0.4318811517007005,1.3187595107140653,False,False,0.0003570621063809437,False,0.7498310456604855,0.00164234711479205,0.008699008746208887,39.580000000000005,353271.92913385824,0.25011902292140537,stratified,0.0002580362153828,12024748.1362125,146.8292910197018,58.11503338559798
FITB,12664,127,0.36679388648658007,0.34646450712451693,0.38654039743352475,0.5783914890085998,1.2820004766614992,1.2363535637583667,1.331288396860847,0.32881404847516943,0.30861445343944,0.348325238858777,1.544988309110279,False,False,0.000279017074709833,False,0.9954669283275634,0.0011422598043390499,0.012576343417560832,38.27,954230.062992126,0.24412603301815322,stratified,0.0002776312501735,65279933.324049994,214.01048838073385,81.90181390330685
FSLR,10784,127,0.4435368248539498,0.4106807512527429,0.48243117869306,0.9724552165239863,1.3478185987182822,1.3035216071606381,1.3929904457136186,0.33831064021121426,0.3150549788881564,0.3664464690864267,1.5181398924817622,False,False,0.0002686024989721992,True,12.640304643427966,0.00135432271781495,0.028015286072044378,221.23,600500.188976378,0.40985324023473113,stratified,3.773549306138621e-05,262184887.419,553.1527490328922,1223.7398266854673
GOOGL,6347,127,0.43945587345147374,0.3897977995464516,0.4954636177860877,1.0973739661400808,1.61841818884049,1.5332934228279709,1.6913185597138325,0.31482612279698696,0.27528075430272836,0.3516007079410265,1.8989688389623574,False,False,0.0002771018781952688,True,5.070785237196318,0.0007135501625316,0.011599630670106201,166.99,5196252.0,0.24477635641588524,stratified,5.614492127078415e-05,1555141952.713625,191.25043438247872,319.3691003753012
GPC,7989,127,0.283631539501789,0.2552287591079971,0.3145118883592256,0.2649655699182903,0.8417649394656547,0.803887955361944,0.8811587496216784,0.27002692544207546,0.24094246542821798,0.29698820412169497,1.0128468527084318,False,False,0.0002723777184189279,False,2.0890348591565173,0.0023991563406274,0.01139422833781773,142.07000000000002,109593.44094488189,0.3313427124004034,stratified,7.095683518323715e-05,13886724.195850002,180.75172674108492,256.7939781810594
GS,11118,127,0.3881731514601003,0.357966242945647,0.4256286236043172,0.5986435385932427,1.1519887415903085,1.1136229300472156,1.1932936597857529,0.32888113034813643,0.3019952162630029,0.3602519187554309,1.3317871380644055,False,False,0.0002822531758982577,False,10.125029063217172,0.0014753134170030998,0.011759123253013025,464.77,256484.0472440945,0.40669128744420535,stratified,2.204748366557054e-05,100984177.32255,193.22745863624183,898.0632595036611
HAL,8277,90,0.45150151753026,0.38798772554943617,0.5417057365508435,0.9663154026959077,1.289730799481737,1.2343164819525663,1.3497345893865877,0.39646163931889056,0.34948333663157527,0.447425361865406,1.4834460708511445,True,False,0.0003039658932635945,False,1.0805951308773216,0.0012763940684907,0.013731118324789283,35.96000000000001,809035.8444444444,0.23913402503417644,stratified,0.0002950962382607,33704113.134825,268.10669614266726,96.41116793290317
HAS,11433,127,0.3721694467458349,0.33722196157897233,0.41618355021848524,0.5800511411223561,1.1836810677867584,1.133592884532394,1.2351214103667125,0.3365013022106504,0.31179819711308876,0.3651802009415462,1.3552172434404302,False,False,0.0002917632943908446,False,1.6846366267106976,0.0015901837169698,0.014640444642569679,61.18000000000001,384512.40157480317,0.2584136803302301,stratified,0.000168726536466,47590661.600625,250.90705553875333,153.50493657860932
HBAN,6452,127,0.2925283328544839,0.26998845518643144,0.3166995921595668,0.4533982651842147,1.3548566031669271,1.3122172539837138,1.4057280402407384,0.3116540160076679,0.2890630813545239,0.33764138494920587,1.4396243493003227,False,False,0.00030407384341429313,False,0.37753141980258076,0.00202086814961945,0.012363199782080874,13.74,2575717.976377953,0.33306873738949866,stratified,0.0007773329705779,74433185.25005001,255.94755524300885,35.167194090389415
HOLX,12388,127,0.3476751368491309,0.3210830373606449,0.3791537251438765,0.4633394697833281,1.0949761497315347,1.0598898854835836,1.1314718069796208,0.32237146821400997,0.29705716166724544,0.3513307307785314,1.321765611988296,False,False,0.00028811004799186407,False,1.3683193081092977,0.0015764944002593499,0.009806423699131367,77.35000000000001,358805.7874015748,0.25479592636332093,stratified,0.000136766164051,44649113.63400001,180.89940524360213,139.92568995592626
HSIC,9608,127,0.36729163626516037,0.3439417698697086,0.3911247825281536,0.47786872809707676,0.9898371235972577,0.9573468072483386,1.0227797173192728,0.3475659887921171,0.32374285567337097,0.37120399282275246,1.2371280954183526,False,False,0.000294172883213363,False,1.4580412393685893,0.00186479324923545,0.013528629901186338,70.21000000000001,294894.7401574803,0.2861815546158609,stratified,0.0001495349463169,30006658.0456,205.21806157183565,144.08360102958582
HUBB,5282,127,0.2954082486194125,0.26373389540720926,0.3392387737632225,0.26891473432721386,0.7648383885659019,0.7308508444008026,0.797680387707064,0.27169188363714536,0.24390182945209227,0.2988930932505309,0.9232158561181618,False,False,0.00024803083816500484,False,7.402370936294729,0.0026826464268038504,0.01758342735989498,385.39,72273.92913385827,0.4363111305254878,stratified,2.6656093083077047e-05,37402799.3109375,308.10316400486977,1187.3987837583677
HWM,12516,127,0.3516613169587379,0.31359617418187835,0.3999362628258897,0.4715234876605818,1.1087433124647685,1.0732678344426265,1.1490434914859182,0.32715419214657604,0.29741995555042816,0.36588101255444433,1.2971029753565035,False,False,0.0002922101232045985,False,1.9060792066703816,0.00165598353051885,0.012791896820355734,82.67,338367.76377952757,0.26897554073716257,stratified,0.0001232851801967,25073942.343012497,240.6647737333066,198.95756844532454
INTC,10248,127,0.4028417902610407,0.3773134500924679,0.43650751930358234,0.9620748483788986,1.724413011523308,1.6750422709052122,1.7798791345267027,0.3193880539018461,0.29895309709350626,0.3422226824632746,1.945226052327836,False,False,0.00030232522205802636,True,1.512596766197984,0.0010303597876179,0.018534828543271254,30.655,11001405.622047244,0.2757251154141558,comparison,0.000325982429547,416542277.10577494,237.5305178160796,72.8149802365192
IT,4522,127,0.33316205369255536,0.29965439266919736,0.3786350792936671,0.29769545202841075,0.6848073786992065,0.6512762313262914,0.7191281656654622,0.3252969420049064,0.29379710003070014,0.36663684310980427,0.8365602430181086,False,False,0.00027548264831305685,False,6.374645303583834,0.0029636154914099,0.01312127561209033,458.46,51284.330708661415,0.4378828970777179,stratified,2.271498598485365e-05,22694643.1023,172.22768766713514,789.5950568787478
ITW,8386,127,0.26873398983148095,0.23616453092030099,0.3015407115594496,0.24965740598742342,0.8666741831704232,0.8363869615433399,0.900067708806397,0.25602181552265174,0.22950978963456062,0.2821860082594977,1.0312547721314769,False,False,0.0002612998246180537,False,3.107244642976741,0.0023802933159605003,0.00962769219227922,246.74,109786.03149606299,0.3439234042379103,stratified,4.1785144963114165e-05,27188310.606625,160.68102726952313,396.46436668482136
JBHT,7389,127,0.26287033833071977,0.23211324062865576,0.2874486980631671,0.259719766177566,0.9083494288076521,0.8703938588370512,0.9400149496214361,0.26859798735261464,0.239885743878714,0.29288013937455165,1.0937997425036587,False,False,0.0002727353721502265,False,3.4888859336453546,0.0022309735549515,0.014814443388331152,167.20000000000002,215886.51968503938,0.38051442033835553,stratified,6.309984288139123e-05,58758767.5451,211.4769479174644,353.5894569180005
KHC,10484,127,0.33836179237548264,0.31035162013249495,0.363912840652983,0.5886281844424733,1.4872061683679576,1.4303871821486236,1.5435915988169298,0.3060376260326656,0.28629372658619934,0.3219920272107201,1.6785492584894466,False,False,0.0003040623801153723,True,0.8773713419399563,0.0013195438640538001,0.009910445285759737,35.25,1484372.7401574804,0.3079758160752929,stratified,0.0003006027084304,103139985.53735,219.8606615169633,77.50088318472955
LIN,8095,127,0.3449044449711533,0.3115787998028937,0.3779998661286683,0.5041805355118645,1.229564570651792,1.1817315635023786,1.2838610362890077,0.2907859714106283,0.262959281883831,0.31984486742766743,1.3826482558402151,False,False,0.0002474678498288783,False,6.955184815849714,0.0016265697426044,0.008292876205799278,445.52,323757.7244094488,0.4945493544811516,stratified,2.2876620665595283e-05,348600569.83825,158.6287780208476,706.7229318384802
MAS,11707,127,0.34515747890216714,0.3147505050325168,0.3760222894513712,0.4121287043553765,0.9917533993029386,0.9606142725332524,1.0198949535975375,0.30310914824956636,0.2752362132881665,0.33022590427833776,1.1981210933545985,False,False,0.00031431817515911373,False,1.5314486726476286,0.0018255234779244,0.012805207125240107,72.34,195549.4094488189,0.2522146181420208,stratified,0.0001478907087662,11453958.2245,233.982435551777,169.2628938781555
MKTX,5175,127,0.313541092618717,0.27857105794280634,0.34551231757003775,0.33174113330499055,0.8487481628707007,0.8097040882250576,0.8856904381262588,0.3177058020677115,0.2864718780673181,0.35143594405638984,1.0013109136163982,False,False,0.00022013509761072302,False,4.733763917252843,0.0025299864356148,0.01796878095373168,216.95,98247.38582677166,0.4213613238485635,stratified,5.0447723546474966e-05,40921113.0825,307.0008991564264,666.038450719867
